t_s,Tm_HIP_X,Tm_HIP_Y,Tm_SHIN_ANKLE,Tm_SHIN_KNEE,Tm_SPN_X,Tm_SPN_Z,Tm_TALUS,Tm_THIGH_U,P_HIP_X,P_HIP_Y,P_SHIN_ANKLE,P_SHIN_KNEE,P_SPN_X,P_SPN_Z,P_TALUS,P_THIGH_U,Ts_spine,Ts_pelvis,Ts_hip,Ts_thigh_u,Ts_thigh_l,Ts_shin,Ts_ankle,T_amb,T_torso
0.0,52.01095497372878,55.30330792269808,47.96007031455197,45.772763858064884,49.94900142788957,49.559905249986166,40.513962692141185,49.14439157132537,5.53055974277702,14.814369639326484,10.372475749131656,7.119648860335676,0.8524209066260497,2.196225699908026,1.601058393404909,6.94797290210639,45.81003418803418,42.5667435897436,41.401042735042736,31.45160683760683,34.26941880341881,29.249948717948712,35.95493162393162,23.244376068376074,23.244376068376074
2.0,52.073924585709584,55.40535699695155,48.05503327590839,45.82945941906701,49.98342507212559,49.59791315888208,40.53116310248823,49.21829342440493,5.327272277388386,14.601400998745191,10.66929140964051,7.061073526059635,0.8743757993318171,2.160945854200465,1.6573436565774287,6.922184615679705,45.813371794871784,42.606423076923086,41.41185897435897,31.445551282051273,34.25648717948718,29.25015384615384,35.95333333333333,23.26512820512821,23.26512820512821
4.0,52.13569531411804,55.50591273127825,48.148833083787714,45.885049582138706,50.016861135958315,49.635312524438376,40.54846822583645,49.29081364267714,5.307515054600363,14.589364456414083,10.70704112764051,6.9956135096543015,0.8928298354619236,2.1557553590591656,1.6654658526733945,6.972497706706933,45.816925863991074,42.644190635451515,41.4236878483835,31.439485507246367,34.245118171683394,29.250724080267553,35.9518790412486,23.28360423634337,23.28360423634337
6.0,52.19626715895415,55.604975125678195,48.24146973818994,45.93953434727998,50.04930961938774,49.67210334665505,40.56587806218586,49.361952226141995,5.29469879591422,14.666039519156541,10.575485255633444,6.999296991268397,0.8790051151402934,2.1474443832396783,1.6453179539438827,7.013684754507699,45.82069639539204,42.68004626532888,41.436529357116314,31.433409513192114,34.235311780007436,29.251659420289847,35.95056874767744,23.299804162021555,23.299804162021555
8.0,52.25564012021791,55.70254418015137,48.33294323911507,45.99291371449083,50.08077052241388,49.708285625532106,40.583392611536446,49.43170917479949,5.259735327808383,14.755699848814372,10.60535793070499,7.024040719291018,0.8653235770698603,2.15953869748503,1.6579502991712576,7.000173655862675,45.824683389074686,42.71398996655519,41.45038350055741,31.42732329988851,34.227068004459305,29.252959866220728,35.949402452619836,23.313727982162764,23.313727982162764
10.0,52.31381419790932,55.79861989469779,48.42325358656309,46.04518768377127,50.11124384503671,49.74385936106954,40.60101187388821,49.500084488649634,5.286766250048,14.7720642507904,10.6567220007936,7.0177444994816005,0.8704697506688001,2.154940000512,1.6817039985151998,6.8974967534464,45.82888684503901,42.746021739130434,41.4652502787068,31.421226867335555,34.220386845039016,29.254625418060193,35.9483801560758,23.325375696767,23.325375696767
12.0,52.370789392028385,55.893202269317435,48.512400780534016,46.09635625512128,50.14072958725625,49.77882455326735,40.61873584924116,49.567078167692415,5.280600200933674,14.756612845009142,10.618953688930574,7.019595484522083,0.8597779477572447,2.148752684262204,1.6811954352102898,6.909624382106152,45.83330676328501,42.776141583054624,41.48112969156447,31.41512021553325,34.21526830174656,29.25665607580824,35.94750185804533,23.33474730583426,23.33474730583426
14.0,52.426565702575104,55.98629130401032,48.60038482102784,46.14641942854087,50.169227749072505,49.81318120212554,40.6365645375953,49.632690211927844,5.2756855440368975,14.759317138736362,10.643815352026717,7.075553802401314,0.8674061849818161,2.14289016361618,1.6395289119262049,6.990030103667922,45.837943143812694,42.80434949832776,41.49802173913043,31.409003344481597,34.211712374581936,29.259051839464874,35.94676755852842,23.341842809364547,23.341842809364547
16.0,52.481143129549466,56.07788699877645,48.68720570804456,46.19537720403003,50.19673833048545,49.84692930764411,40.65449793895061,49.69692062135592,5.304778978124851,14.672459635072764,10.649918433933996,7.060241194738768,0.8687448305176938,2.1367976645916498,1.6282543236707754,6.906872858617892,45.84279598662206,42.83064548494983,41.51592642140467,31.402876254180594,34.209719063545144,29.261812709030092,35.94617725752508,23.346662207357856,23.346662207357856
18.0,52.53452167295149,56.16798935361581,48.772863441584185,46.24322958158878,50.22326133149511,49.88006886982306,40.672536053307105,49.75976939597664,5.336201104038554,14.667057589937349,10.593452161966265,6.94372947026506,0.8548964102746988,2.165845408057831,1.6339869487807228,6.858653666891566,45.8478652917131,42.85502954292084,41.53484373838721,31.39673894463024,34.20928836863619,29.264938684503893,35.945730955035295,23.34920549981419,23.34920549981419
